ID,STRATACD,ECOSECTION,PHOTOYEAR,NUMCOND,PNTCNT,TREE,SHRUB,TREESHRUB,FOREST,NONFOREST,VEGETATED,NONVEGETATED,DEAD,ASPEN,PINYON,PJSPP,SAGE,SPRUCEFIR,INSDIS_DROUGHT,FIRE,EVI2005097,EVI2005177,EVI2005273,NDV2005097,NDV2005177,NDV2005273,NIR2005097,NIR2005177,NIR2005273,RED2005097,RED2005177,RED2005273,NLCD01_250,ELEV250
637,3,322A,2005,1,49,0,20,20,0,100,27,73,0,0,0,0,0,0,0,0,1285,968,923,2212,1747,1784,2172,2204,1985,1384,1551,1384,50,708.00
638,3,322A,2005,1,49,0,20,20,0,100,27,73,0,0,0,0,0,0,0,0,1558,1414,974,2188,1789,1498,3550,3555,2928,2272,2465,2165,50,611.00
639,3,322A,2005,1,49,0,20,20,0,100,41,59,0,0,0,0,0,0,0,0,1905,1039,957,2848,1773,1675,2983,2393,2344,1660,1670,1671,50,627.00
640,3,322A,2005,1,49,0,20,20,0,100,61,39,0,0,0,0,0,0,0,0,2069,1313,1267,2918,1952,2085,3245,3423,2526,1781,2309,1657,50,663.00
641,3,322A,2005,1,49,0,22,22,0,100,29,71,0,0,0,0,0,0,0,0,1026,898,682,1333,1081,875,2936,3222,2944,2246,2592,2472,50,257.00
642,3,322A,2005,1,49,0,22,22,0,100,39,61,0,0,0,0,0,0,0,0,2212,1162,1066,3166,2208,1947,2931,2012,2081,1519,1292,1403,50,1123.00
643,3,322A,2005,1,49,0,24,24,0,100,24,76,0,0,0,0,0,0,0,0,1329,1163,1053,2033,1639,1547,2693,3115,2957,1783,2221,2165,50,549.00
644,3,322A,2005,1,49,0,24,24,0,100,24,76,0,0,0,0,0,0,0,0,1486,1148,1091,2158,1550,1553,2700,2796,2766,1739,2044,2022,50,733.00
645,3,322A,2005,1,49,0,24,24,0,100,33,67,0,0,0,0,0,0,0,0,1202,1023,908,1894,1372,1551,2501,2812,2225,1705,2116,1628,50,752.00
646,3,322A,2005,1,49,0,27,27,0,100,27,73,0,0,0,0,0,0,0,0,1129,922,801,2068,1745,1585,2040,2038,1764,1340,1458,1281,50,1113.00
647,3,322A,2005,1,49,0,27,27,0,100,29,71,0,0,0,0,0,0,0,0,1470,1103,992,2100,1637,1450,3111,3117,2967,2030,2231,2219,50,567.00
648,3,322A,2005,1,49,0,27,27,0,100,35,65,0,0,0,0,0,0,0,0,1453,1094,1001,3293,2289,1537,1481,1835,2577,748,1136,1890,50,1279.00
649,3,322A,2005,1,49,0,29,29,0,100,33,67,0,0,0,0,0,0,0,0,1233,968,807,2333,1811,1591,1881,1995,1816,1169,1391,1318,50,655.00
650,3,322A,2005,1,49,0,29,29,0,100,33,67,0,0,0,0,0,0,0,0,1626,1221,1073,2077,1729,1435,3135,2701,2718,2057,1901,2036,50,916.00
651,3,322A,2005,1,49,0,29,29,0,100,49,51,0,0,0,0,0,0,0,0,2007,1024,852,3004,1808,1570,2819,2233,2002,1516,1549,1458,50,684.00
652,3,322A,2005,1,49,0,31,31,0,100,31,69,0,0,0,0,0,0,0,0,1238,1253,918,2064,1829,1577,2393,3134,2250,1574,2168,1637,50,1284.00
653,3,322A,2005,1,49,0,31,31,0,100,33,67,0,0,0,0,0,0,0,0,1955,1412,1107,2895,2647,2067,3083,2134,1998,1698,1275,1313,50,1586.00
654,3,322A,2005,1,49,0,31,31,0,100,41,59,0,0,0,0,0,0,0,0,2392,1487,1412,3655,2810,2632,2689,2875,2151,1247,1613,1269,50,1059.00
655,3,322A,2005,1,49,0,33,33,0,100,39,61,0,0,0,0,0,0,0,0,1639,1429,1025,2614,2107,1658,2659,2898,2682,1558,1876,1919,50,740.00
656,3,322A,2005,1,49,0,33,33,0,100,47,53,0,0,0,0,0,0,0,0,1379,1039,1098,2036,1359,1400,2929,3402,3230,1938,2590,2436,50,740.00
657,3,322A,2005,1,49,0,35,35,0,100,35,65,0,0,0,0,0,0,0,0,1707,1237,1207,2553,1717,1734,2916,3407,3309,1730,2399,2334,50,774.00
658,3,322A,2005,1,49,0,35,35,0,100,39,61,0,0,0,0,0,0,0,0,1772,1310,985,3250,2661,2017,2106,1919,1826,1068,1097,1212,50,1315.00
659,3,322A,2005,1,49,0,35,35,0,100,41,59,0,0,0,0,0,0,0,0,1374,1493,934,2412,1939,2171,1932,2808,1439,1191,1913,931,50,1561.00
660,3,322A,2005,1,49,0,35,35,0,100,41,59,0,0,0,0,0,0,0,0,1427,1135,935,2246,1524,1384,2533,3204,2636,1607,2364,1998,50,920.00
661,3,322A,2005,1,49,0,35,35,0,100,45,55,0,0,0,0,0,0,0,0,1861,1435,1152,2892,1999,1933,2680,3132,2437,1475,2125,1647,50,754.00
662,3,322A,2005,1,49,0,35,35,0,100,61,39,0,0,0,0,0,0,0,0,2618,835,980,3912,1684,1508,3006,1898,2624,1316,1390,1936,50,982.00
663,3,322A,2005,1,49,0,37,37,0,100,37,63,0,0,0,0,0,0,0,0,1572,1353,1184,2220,1866,1744,3174,3622,3076,2020,2477,2162,50,711.00
664,3,322A,2005,1,49,0,37,37,0,100,45,55,0,0,0,0,0,0,0,0,1516,1304,1162,2439,1878,1544,2590,2898,2966,1573,2012,2173,50,445.00
665,3,322A,2005,1,49,0,37,37,0,100,45,55,0,0,0,0,0,0,0,0,1744,1296,1186,3391,2337,2327,1932,2193,1896,954,1344,1180,50,1116.00
666,3,322A,2005,1,49,0,37,37,0,100,51,49,0,0,0,0,0,0,0,0,1968,907,907,2928,1493,1365,2792,2171,2648,1529,1604,2014,50,990.00
667,3,322A,2005,1,49,0,39,39,0,100,43,57,0,0,0,0,0,0,0,0,1491,1223,978,2605,2141,1908,2212,2178,1856,1301,1409,1261,50,1095.00
668,3,322A,2005,1,49,0,39,39,0,100,59,41,0,0,0,0,0,0,0,0,2699,1448,1011,4062,2246,1840,2963,2626,2291,1251,1627,1579,50,987.00
669,3,322A,2005,1,49,0,41,41,0,100,45,55,0,0,0,0,0,0,0,0,1840,1320,565,3520,2247,1225,2002,2479,1534,959,1563,1199,50,1233.00
670,3,322A,2005,1,49,0,41,41,0,100,49,51,0,0,0,0,0,0,0,0,1650,1352,1007,3066,2490,1919,2043,2074,1935,1084,1250,1313,50,1218.00
671,3,322A,2005,1,49,0,43,43,0,100,43,57,0,0,0,0,0,0,0,0,1370,1164,1073,2070,1480,1517,2691,2938,2700,1769,2182,1988,50,970.00
672,3,322A,2005,1,49,0,45,45,0,100,53,47,0,0,0,0,0,0,0,0,1561,1328,988,2692,2128,1877,2248,2280,1901,1293,1491,1300,50,1326.00
673,3,322A,2005,1,49,0,47,47,0,100,61,39,0,0,0,0,2,0,0,0,2014,1162,948,3200,1582,1626,2571,2341,2236,1325,1755,1618,50,1115.00
674,3,322A,2005,1,49,0,49,49,0,100,57,43,0,0,0,0,0,0,0,0,1915,1306,1063,2783,2203,1835,3007,2568,2340,1697,1683,1614,50,1003.00
675,3,322A,2005,1,49,0,51,51,0,100,51,49,0,0,0,0,0,0,0,0,1929,1463,1202,2679,2123,1912,3254,2890,2616,1878,1844,1777,50,753.00
676,3,322A,2005,1,49,0,51,51,0,100,57,43,0,0,0,0,2,0,0,0,1996,746,1020,3025,1524,1518,2848,1702,2750,1523,1261,2026,50,1203.00
677,3,322A,2005,1,49,0,55,55,0,100,55,45,0,0,0,0,0,0,0,0,1105,1051,907,1943,1472,1869,2004,2865,1634,1352,2138,1119,50,1401.00
678,3,322A,2005,1,49,0,57,57,0,100,67,33,0,0,0,0,0,0,0,0,2483,1576,1315,3506,2343,2133,3257,3234,2558,1569,2007,1656,50,978.00
679,3,322A,2005,1,49,2,16,18,2,98,33,67,0,0,0,2,0,0,0,0,1577,1240,1094,2210,1744,1553,3225,3442,3171,2057,2420,2318,50,580.00
680,3,322A,2005,1,49,2,59,61,2,98,84,16,0,0,2,2,0,0,0,0,2266,2036,1900,4111,3907,3793,2195,1984,1926,921,789,871,42,1695.00
681,3,322A,2005,1,49,6,41,47,6,94,59,41,0,0,6,6,27,0,0,0,1639,1475,1365,3190,2775,2817,1888,1997,1730,974,1130,970,50,1638.00
682,3,341A,2005,1,49,0,16,16,0,100,33,67,0,0,0,0,2,0,0,0,1311,1609,1284,2044,2428,2106,2627,2806,2628,1741,1711,1714,50,1841.00
683,3,341A,2005,1,49,0,31,31,0,100,31,69,0,0,0,0,10,0,0,0,1171,1433,1140,1592,2658,1944,2744,1997,2246,1992,1168,1516,50,1831.00
684,3,341A,2005,1,49,0,31,31,0,100,86,14,0,0,0,0,20,0,0,0,1440,1578,1149,2509,2547,1903,2213,2577,2582,1325,1531,1757,50,1794.00
685,3,341A,2005,1,49,0,41,41,0,100,49,51,0,0,0,0,20,0,0,0,1196,1311,1232,1856,1584,2039,3234,3246,2476,2218,2359,1638,50,1410.00
686,3,341A,2005,1,49,0,59,59,0,100,90,10,0,0,0,0,2,0,0,0,1676,1692,1188,2627,2733,1952,2644,2751,2637,1546,1572,1776,50,1715.00
687,3,341A,2005,1,49,0,73,73,0,100,73,27,0,0,0,0,24,0,0,0,1122,1558,1292,1489,1915,2221,2824,3379,2371,2091,2293,1515,50,1769.00
688,3,341A,2005,1,49,2,53,55,2,98,84,16,0,0,0,2,0,0,0,0,969,1352,1014,1181,1669,1347,2819,3248,2834,2223,2320,2161,50,1563.00
689,3,341D,2005,1,49,0,14,14,0,100,16,84,0,0,0,0,2,0,0,0,742,621,601,1727,1150,1289,1351,1549,1511,952,1240,1181,50,1476.00
690,3,341D,2005,1,49,0,14,14,0,100,18,82,0,0,0,0,0,0,0,0,964,1003,706,1652,1460,1475,2025,2309,1546,1453,1720,1149,50,1611.00
691,3,341D,2005,1,49,0,16,16,0,100,37,63,0,0,0,0,0,0,0,0,994,1123,789,1762,1777,1407,1896,2391,2135,1327,1669,1618,50,1455.00
692,3,341D,2005,1,49,0,20,20,0,100,31,69,0,0,0,0,2,0,0,0,1194,1111,928,1546,1478,1296,3115,2844,3068,2279,2111,2367,50,1686.00
693,3,341D,2005,1,49,0,33,33,0,100,33,67,0,0,0,0,0,0,0,0,1059,993,975,1530,1748,1906,2637,1976,1847,1935,1384,1255,50,1833.00
694,3,341D,2005,1,49,0,39,39,0,100,61,39,0,0,0,0,16,0,0,0,1583,1516,1162,2740,2774,2185,2192,1898,2023,1249,1067,1307,50,1973.00
695,3,341D,2005,1,49,2,22,24,2,98,39,61,0,0,0,2,16,0,0,0,1362,1035,829,2773,2299,1923,1723,1579,1451,972,988,982,50,1578.00
696,3,341E,2005,1,49,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,-111,638,525,-171,706,704,3137,3669,3107,3222,3184,2694,50,1229.00
697,3,341E,2005,1,49,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,155,288,442,147,263,368,2738,3401,3171,2661,3232,2946,30,1183.00
698,3,341E,2005,1,49,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,378,451,480,362,371,536,3280,4014,3376,3051,3721,3032,30,1032.00
699,3,341E,2005,1,49,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,645,675,558,571,667,527,4465,4478,4474,3983,3919,4025,30,1177.00
700,3,341E,2005,1,49,0,0,0,0,100,69,31,0,0,0,0,0,0,0,0,2129,1775,1298,3070,2852,2127,2752,2800,2803,1458,1558,1818,50,1537.00
701,3,341E,2005,1,49,0,0,0,0,100,98,2,0,0,0,0,0,0,0,0,3546,6355,2237,5159,7983,3150,3203,4131,4162,1025,463,2170,80,1338.00
702,3,341E,2005,1,49,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,1841,3287,1326,2528,2528,2164,3183,3519,2592,1899,2108,1655,80,1247.00
703,3,341E,2005,1,49,0,2,2,0,100,2,98,0,0,0,0,0,0,0,0,781,838,721,680,776,693,4409,3933,3686,3848,3367,3212,30,1206.00
704,3,341E,2005,1,49,0,2,2,0,100,16,84,0,0,0,0,2,0,0,0,1600,1302,978,2754,2512,1991,2248,2067,1959,1277,1240,1311,50,1668.00
705,3,341E,2005,1,49,0,4,4,0,100,4,96,0,0,0,0,0,0,0,0,671,724,578,512,640,523,4764,4050,4039,4301,3561,3639,30,1403.00
706,3,341E,2005,1,49,0,4,4,0,100,84,16,0,0,0,0,2,0,0,0,2451,1645,1246,3534,2918,2166,2890,2766,2609,1380,1509,1679,50,1289.00
707,3,341E,2005,1,49,0,4,4,0,100,88,12,0,0,0,0,0,0,0,0,2630,1828,1353,3815,2919,2236,2852,2773,2870,1277,1521,1820,50,1357.00
708,3,341E,2005,1,49,0,6,6,0,100,88,12,0,0,0,0,4,0,0,0,2459,1836,1301,3545,2914,2137,2914,2632,2928,1390,1444,1897,50,1479.00
709,3,341E,2005,1,49,0,10,10,0,100,55,45,0,0,0,0,0,0,0,0,1938,1676,1396,2612,2433,2386,3052,3274,2533,1787,1993,1557,70,1382.00
710,3,341E,2005,1,49,0,10,10,0,100,94,6,0,0,0,0,10,0,0,0,3412,1867,1538,5148,2992,2847,3006,2607,2460,962,1406,1370,70,1445.00
711,3,341E,2005,1,49,0,10,10,0,100,96,4,0,0,0,0,6,0,0,0,2288,1767,1307,2890,2917,2177,2963,2459,2581,1635,1374,1656,50,1585.00
712,3,341E,2005,1,49,0,12,12,0,100,49,51,0,0,0,0,2,0,0,0,2299,1880,1303,3430,2898,2164,2799,2758,2645,1369,1520,1705,50,1401.00
713,3,341E,2005,1,49,0,16,16,0,100,16,84,0,0,0,0,0,0,0,0,1104,1320,1038,1438,1675,1485,2868,3163,2834,2149,2257,2103,50,1359.00
714,3,341E,2005,1,49,0,16,16,0,100,16,84,0,0,0,0,2,0,0,0,787,790,671,761,1036,742,3679,3388,3264,3156,2898,2813,30,1226.00
715,3,341E,2005,1,49,0,16,16,0,100,22,78,0,0,0,0,0,0,0,0,599,790,774,709,1000,1229,2801,3237,2470,2435,2630,1926,50,1231.00
716,3,341E,2005,1,49,0,16,16,0,100,24,76,0,0,0,0,2,0,0,0,1163,1316,1255,1428,1587,1745,2908,3301,2442,2181,2454,1726,50,1239.00
717,3,341E,2005,1,49,0,16,16,0,100,45,55,0,0,0,0,0,0,0,0,889,1497,1001,1000,1563,1216,3338,3877,3373,2734,2829,2647,50,1277.00
718,3,341E,2005,1,49,0,16,16,0,100,59,41,0,0,0,0,0,0,0,0,1392,1171,1044,2006,1826,2072,2884,2698,1923,1920,1865,1263,50,1685.00
719,3,341E,2005,1,49,0,16,16,0,100,69,31,0,0,0,0,0,0,0,0,1930,1792,1411,2885,2605,2376,2699,2901,2570,1490,1700,1582,50,1375.00
720,3,341E,2005,1,49,0,18,18,0,100,18,82,0,0,0,0,0,0,0,0,771,1074,748,778,1012,800,3705,3884,3717,3171,3177,3175,30,1225.00
721,3,341E,2005,1,49,0,18,18,0,100,18,82,0,0,0,0,0,0,0,0,852,957,705,905,1160,946,3238,2888,2729,2702,2289,2260,50,1208.00
722,3,341E,2005,1,49,0,18,18,0,100,20,80,0,0,0,0,0,0,0,0,792,889,852,1487,1372,1248,1885,2198,2475,1399,1648,1926,50,1224.00
723,3,341E,2005,1,49,0,18,18,0,100,22,78,0,0,0,0,0,0,0,0,564,792,627,547,1774,1338,3788,1672,1624,3418,1167,1242,50,1535.00
724,3,341E,2005,1,49,0,18,18,0,100,76,24,0,0,0,0,0,0,0,0,1497,1209,1095,1814,1526,1689,3390,3522,2984,2345,2589,2114,50,1401.00
725,3,341E,2005,1,49,0,20,20,0,100,22,78,0,0,0,0,0,0,0,0,1065,1187,907,1295,1368,1297,2907,3033,2383,2246,2199,1842,50,1229.00
726,3,341E,2005,1,49,0,20,20,0,100,29,71,0,0,0,0,0,0,0,0,920,728,763,1182,991,1027,2863,2828,2914,2257,2326,2372,50,1409.00
727,3,341E,2005,1,49,0,20,20,0,100,29,71,0,0,0,0,0,0,0,0,1476,1505,1228,1771,1813,2174,3414,3636,2300,2392,2523,1481,50,1252.00
728,3,341E,2005,1,49,0,20,20,0,100,51,49,0,0,0,0,0,0,0,0,1015,1702,1311,1127,1830,1596,3060,3154,3070,2442,2173,2235,50,1311.00
729,3,341E,2005,1,49,0,20,20,0,100,82,18,0,0,0,0,0,0,0,0,1673,1540,1219,2077,1920,1937,3168,3530,2735,2078,2393,1847,50,1261.00
730,3,341E,2005,1,49,0,20,20,0,100,92,8,0,0,0,0,10,0,0,0,2626,2039,1409,3941,3350,2324,2750,2586,2746,1196,1288,1710,70,1535.00
731,3,341E,2005,1,49,0,22,22,0,100,27,73,0,0,0,0,0,0,0,0,1128,1102,1135,1512,1494,2110,2698,2965,1872,1994,2186,1220,50,1887.00
732,3,341E,2005,1,49,0,22,22,0,100,29,71,0,0,0,0,0,0,0,0,927,940,744,1332,1550,1228,2714,2212,2377,2077,1602,1859,50,1296.00
733,3,341E,2005,1,49,0,22,22,0,100,39,61,0,0,0,0,2,0,0,0,1270,1301,1009,2361,2207,1690,1933,2121,2362,1194,1354,1678,50,1347.00
734,3,341E,2005,1,49,0,22,22,0,100,45,55,0,0,0,0,20,0,0,0,1082,1668,1158,1391,2296,1872,2736,3279,2761,2068,2055,1889,50,1263.00
735,3,341E,2005,1,49,0,22,22,0,100,59,41,0,0,0,0,0,0,0,0,2043,1086,995,3195,2031,1910,2551,2166,1982,1315,1434,1347,50,1372.00
736,3,341E,2005,1,49,0,22,22,0,100,65,35,0,0,0,0,0,0,0,0,1721,1409,1046,2943,2607,1955,2315,2092,2099,1266,1226,1413,50,1401.00
737,3,341E,2005,1,49,0,24,24,0,100,29,71,0,0,0,0,2,0,0,0,1155,1300,933,1256,1402,1099,3390,3607,3083,2633,2720,2473,50,1263.00
738,3,341E,2005,1,49,0,24,24,0,100,31,69,0,0,0,0,2,0,0,0,932,1109,886,1007,1269,1023,3736,3812,3284,3054,2959,2679,50,1271.00
739,3,341E,2005,1,49,0,24,24,0,100,35,65,0,0,0,0,0,0,0,0,789,989,762,931,1221,961,3215,3594,3228,2668,2812,2662,50,1196.00
740,3,341E,2005,1,49,0,24,24,0,100,53,47,0,0,0,0,0,0,0,0,996,1596,1196,1176,2160,1693,3517,3393,3157,2778,2198,2245,50,1212.00
741,3,341E,2005,1,49,0,24,24,0,100,61,39,0,0,0,0,12,0,0,0,1950,1727,1397,3069,3015,2498,2437,2210,2376,1294,1188,1427,50,1293.00
742,3,341E,2005,1,49,0,27,27,0,100,39,61,0,0,0,0,0,0,0,0,804,963,710,1117,1259,1192,2612,2932,2251,2091,2263,1772,50,1582.00
743,3,341E,2005,1,49,0,27,27,0,100,41,59,0,0,0,0,0,0,0,0,1101,999,769,1507,1580,1326,2824,2437,2182,2084,1767,1671,50,1497.00
744,3,341E,2005,1,49,0,29,29,0,100,29,71,0,0,0,0,0,0,0,0,768,896,808,717,873,789,3845,3680,3635,3330,3089,3103,30,1209.00
745,3,341E,2005,1,49,0,29,29,0,100,31,69,0,0,0,0,0,0,0,0,1129,1180,1217,1158,1497,1582,3300,3351,2789,2618,2602,2034,30,1050.00
746,3,341E,2005,1,49,0,29,29,0,100,55,45,0,0,0,0,0,0,0,0,1189,1183,1035,2266,1922,1849,1874,2389,2395,1182,1619,1661,50,1325.00
747,3,341E,2005,1,49,0,29,29,0,100,61,39,0,0,0,0,0,0,0,0,855,974,708,1813,1762,1346,1631,2313,2038,1131,1642,1556,50,1262.00
748,3,341E,2005,1,49,0,31,31,0,100,33,67,0,0,0,0,0,0,0,0,1154,1341,920,2093,2031,1649,2032,2315,2205,1328,1474,1580,50,1558.00
749,3,341E,2005,1,49,0,31,31,0,100,33,67,0,0,0,0,14,0,0,0,961,1141,927,1110,1337,1154,3346,3274,3072,2678,2502,2436,50,1271.00
750,3,341E,2005,1,49,0,31,31,0,100,35,65,0,0,0,0,0,0,0,0,1060,1252,888,1906,1735,1636,1939,3068,2012,1321,2176,1446,50,1755.00
751,3,341E,2005,1,49,0,31,31,0,100,35,65,0,0,0,0,0,0,0,0,1073,912,1066,2083,1898,1644,1786,1605,2228,1169,1097,1608,50,1407.00
752,3,341E,2005,1,49,0,31,31,0,100,35,65,0,0,0,0,0,0,0,0,1130,930,785,2514,2054,1656,1517,1824,1633,908,1205,1168,50,1773.00
753,3,341E,2005,1,49,0,33,33,0,100,49,51,0,0,0,0,0,0,0,0,1047,958,889,1267,1326,1327,3095,2974,2765,2399,2228,2116,50,1303.00
754,3,341E,2005,1,49,0,33,33,0,100,71,29,0,0,0,0,29,0,0,0,1514,1391,977,2491,2383,1882,2561,2058,2005,1559,1266,1372,50,1380.00
755,3,341E,2005,1,49,0,33,33,0,100,80,20,0,0,0,0,33,0,0,0,3334,2134,1252,4782,3657,2207,3089,2722,2601,1090,1264,1660,50,1423.00
756,3,341E,2005,1,49,0,35,35,0,100,41,59,0,0,0,0,0,0,0,0,1192,1097,1109,1708,1689,1883,2941,2914,2417,2091,2098,1651,50,1631.00
757,3,341E,2005,1,49,0,35,35,0,100,57,43,0,0,0,0,35,0,0,0,1993,1981,1171,3091,2805,2088,2576,3104,2374,1359,1743,1553,50,1459.00
758,3,341E,2005,1,49,0,35,35,0,100,59,41,0,0,0,0,0,0,0,0,1149,1584,1465,1428,2404,2200,2918,2727,2826,2191,1622,1806,50,1195.00
759,3,341E,2005,1,49,0,37,37,0,100,41,59,0,0,0,0,0,0,0,0,929,1326,927,1720,2171,1631,1893,2365,2217,1337,1510,1595,50,1667.00
760,3,341E,2005,1,49,0,37,37,0,100,45,55,0,0,0,0,0,0,0,0,995,925,724,1394,1577,1342,2555,2265,2052,1931,1649,1567,50,1420.00
761,3,341E,2005,1,49,0,37,37,0,100,57,43,0,0,0,0,2,0,0,0,1216,1037,752,2166,1577,1333,2043,2908,2305,1314,2183,1765,50,1516.00
762,3,341E,2005,1,49,0,37,37,0,100,67,33,0,0,0,0,37,0,0,0,1731,1516,1214,2623,2407,2140,2611,2689,2307,1525,1648,1493,50,1536.00
763,3,341E,2005,1,49,0,39,39,0,98,67,31,0,0,0,0,29,0,0,0,1403,1160,1006,2750,2160,1942,1789,2178,1948,1016,1404,1314,50,1384.00
764,3,341E,2005,1,49,0,39,39,0,100,43,57,0,0,0,0,0,0,0,0,1200,894,787,1476,1090,1323,3210,3396,2396,2385,2736,1839,50,1466.00
765,3,341E,2005,1,49,0,39,39,0,100,43,57,0,0,0,0,2,0,0,0,1260,1543,1420,1547,1784,2439,3280,3705,2470,2405,2585,1504,50,1264.00
766,3,341E,2005,1,49,0,39,39,0,100,53,47,0,0,0,0,0,0,0,0,692,859,649,824,935,875,2985,3448,2943,2530,2825,2469,50,1460.00
767,3,341E,2005,1,49,0,39,39,0,100,86,14,0,0,0,0,0,0,0,0,1345,1646,1220,2133,2631,2138,2359,2976,2213,1537,1847,1435,50,1677.00
768,3,341E,2005,1,49,0,41,41,0,100,41,59,0,0,0,0,14,0,0,0,1387,1029,909,2132,1841,1727,2582,2064,1913,1675,1424,1350,50,1739.00
769,3,341E,2005,1,49,0,41,41,0,100,45,55,0,0,0,0,4,0,0,0,1187,1138,822,1374,1320,994,3695,3553,3243,2804,2724,2656,50,1232.00
770,3,341E,2005,1,49,0,41,41,0,100,51,49,0,0,0,0,10,0,0,0,1456,1561,1079,1660,1746,1667,3395,3590,2806,2430,2524,2007,50,1267.00
771,3,341E,2005,1,49,0,41,41,0,100,53,47,0,0,0,0,0,0,0,0,1057,898,751,1341,1295,1271,2988,2865,2327,2281,2227,1802,50,1394.00
772,3,341E,2005,1,49,0,41,41,0,100,59,41,0,0,0,0,4,0,0,0,1787,1438,1152,2584,2409,2224,2720,2299,1925,1603,1407,1225,50,1423.00
773,3,341E,2005,1,49,0,41,41,0,100,69,31,0,0,0,0,0,0,0,0,1849,1612,1225,2738,2510,2055,2790,2617,2573,1591,1568,1695,50,1502.00
774,3,341E,2005,1,49,0,43,43,0,100,47,53,0,0,0,0,0,0,0,0,1303,1688,1205,1681,2022,2100,2654,3151,2253,1890,2091,1471,50,1257.00
775,3,341E,2005,1,49,0,43,43,0,100,47,53,0,0,0,0,0,0,0,0,1321,1168,1059,2019,1879,1640,2591,2444,2698,1720,1672,1938,50,1573.00
776,3,341E,2005,1,49,0,43,43,0,100,59,41,0,0,0,0,0,0,0,0,872,1068,1035,1570,1880,1917,1946,2250,1946,1417,1526,1320,50,1729.00
777,3,341E,2005,1,49,0,43,43,0,100,61,39,0,0,0,0,0,0,0,0,963,1241,966,1945,1603,1751,1596,2519,2190,1076,1725,1539,50,1847.00
778,3,341E,2005,1,49,0,45,45,0,100,47,53,0,0,0,0,0,0,0,0,1091,1288,1128,1388,1634,1532,2921,3012,2808,2212,2167,2062,50,1204.00
779,3,341E,2005,1,49,0,45,45,0,100,67,33,0,0,0,0,0,0,0,0,1649,1308,1116,1819,1656,1390,3237,3484,3412,2247,2497,2584,50,1236.00
780,3,341E,2005,1,49,0,47,47,0,100,49,51,0,0,0,0,0,0,0,0,1429,1545,1103,2046,2388,1822,2524,2664,2324,1667,1637,1607,50,1320.00
781,3,341E,2005,1,49,0,47,47,0,100,53,47,0,0,0,0,43,0,0,0,2072,1315,1088,3200,2293,1921,2595,2318,2328,1337,1455,1577,50,1534.00
782,3,341E,2005,1,49,0,47,47,0,100,67,33,0,0,0,0,0,0,0,0,1305,1096,890,1867,1765,1493,2597,2272,2159,1785,1592,1599,50,1367.00
783,3,341E,2005,1,49,0,47,47,0,100,69,31,0,0,0,0,0,0,0,0,2177,1630,1306,3119,2368,2198,2985,3170,2541,1582,1954,1625,50,1279.00
784,3,341E,2005,1,49,0,47,47,0,100,71,29,0,0,0,0,0,0,0,0,1230,1113,855,2188,1658,1518,2096,2741,2134,1344,1966,1572,50,1363.00
785,3,341E,2005,1,49,0,47,47,0,100,80,20,0,0,0,0,0,0,0,0,1118,1266,1005,1367,1544,1516,3247,3532,2922,2466,2627,2153,50,1476.00
786,3,341E,2005,1,49,0,49,49,0,100,53,47,0,0,0,0,49,0,0,0,1113,1474,1020,2012,1870,1761,2056,2840,2368,1369,1951,1658,50,1586.00
787,3,341E,2005,1,49,0,49,49,0,100,57,43,0,0,0,0,0,0,0,0,1444,1371,1108,2262,2350,1866,2421,2432,2423,1533,1504,1661,50,1635.00
788,3,341E,2005,1,49,0,49,49,0,100,67,33,0,0,0,0,37,0,0,0,1149,1314,955,1498,1533,1540,3132,3493,2688,2316,2566,1975,50,1381.00
789,3,341E,2005,1,49,0,49,49,0,100,69,31,0,0,0,0,49,0,0,0,1889,1705,1064,3188,2925,1755,2290,2358,2320,1183,1290,1628,50,1629.00
790,3,341E,2005,1,49,0,51,51,0,100,71,29,0,0,0,0,8,0,0,0,1279,1204,957,2116,1619,1752,2206,2830,2061,1435,2041,1447,50,1506.00
791,3,341E,2005,1,49,0,55,55,0,100,57,43,0,0,0,0,51,0,0,0,1498,1128,1016,2225,1872,1951,2479,2266,1890,1576,1551,1273,50,1292.00
792,3,341E,2005,1,49,0,55,55,0,100,61,39,0,0,0,0,0,0,0,0,899,1112,879,1999,2282,1885,1461,1663,1527,974,1042,1045,50,2024.00
793,3,341E,2005,1,49,0,57,57,0,100,61,39,0,0,0,0,0,0,0,0,691,941,725,1152,1888,1377,2131,1781,1937,1701,1220,1469,50,2017.00
794,3,341E,2005,1,49,0,61,61,0,100,63,37,0,0,0,0,53,0,0,0,966,1053,797,2117,1926,1495,1489,1745,1923,968,1182,1423,50,1746.00
795,3,341E,2005,1,49,0,63,63,0,100,73,27,0,0,0,0,61,0,0,0,1424,1498,1011,2875,2691,2075,1745,2037,1791,964,1194,1176,50,1562.00
796,3,341E,2005,1,49,0,67,67,0,96,73,22,0,0,0,0,35,0,0,0,298,2052,1077,68,4658,3232,5747,1942,1238,5668,692,634,50,2646.00
